Table 1
Mã hàng,Tên mặt hàng,Nhóm mặt hàng,Đơn vị tính,Giá bán,Giá nhập,Mặc định giảm giá,Mặc định giảm tiền,Giá sỉ 1 CÁI,Mã sẵn có,Ghi chú,Giá sỉ CHẴN,Giá có hoá đơn đỏ,Không in chế biến,Đơn vị tính chẵn,Quy đổi,Giá bán chẵn
STKC100191,Luyện đọc và PT từ ngữ tiếng việt 3,Sách tham khảo cấp 1,Cuốn,"21,000.00",0.00,0.00,0.00,0.00,8934994145251,,0.00,0.00,FALSE,,,0.00
STKC100192,Thực hành âm nhạc 4,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994146074,,0.00,0.00,FALSE,,,0.00
STKC100193,Thực hành âm nhạc 5,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994146104,,0.00,0.00,FALSE,,,0.00
STKC100194,Thực hành mỹ thuật 4,Sách tham khảo cấp 1,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,8934994147842,,0.00,0.00,FALSE,,,0.00
STKC100195,Đề kiểm tra KTCB TCKTKN toán 3/1,Sách tham khảo cấp 1,Cuốn,"25,500.00",0.00,0.00,0.00,0.00,8934994152501,,0.00,0.00,FALSE,,,0.00
STKC100196,Đề kiểm tra KTCB TCKTKN toán 3/2,Sách tham khảo cấp 1,Cuốn,"24,500.00",0.00,0.00,0.00,0.00,8934994152518,,0.00,0.00,FALSE,,,0.00
STKC100197,Đề kiểm tra KTCB TCKTKN toán 4/1,Sách tham khảo cấp 1,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,8934994152525,,0.00,0.00,FALSE,,,0.00
STKC100198,Đề kiểm tra KTCB TCKTKN toán 4/2,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994152532,,0.00,0.00,FALSE,,,0.00
STKC100199,Đề kiểm tra KTCB TCKTKN toán 5/1,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8934994152556,,0.00,0.00,FALSE,,,0.00
STKC100200,Đề kiểm tra KTCB TCKTKN toán 5/2,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994152563,,0.00,0.00,FALSE,,,0.00
STKC100201,Đề kiêm tra KTCB TCKTKN toán 1/1,Sách tham khảo cấp 1,Cuốn,"17,500.00",0.00,0.00,0.00,0.00,8934994152655,,0.00,0.00,FALSE,,,0.00
STKC100202,Đề kiểm tra KTCB Toán 1/2,Sách tham khảo cấp 1,Cuốn,"18,000.00",0.00,0.00,0.00,0.00,8934994152662,,0.00,0.00,FALSE,,,0.00
STKC100203,Đề kiêm tra KTCB TCKTKN toán 2/1,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994152679,,0.00,0.00,FALSE,,,0.00
STKC100204,Đề kiêm tra KTCB TCKTKN toán 2/2,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8934994152686,,0.00,0.00,FALSE,,,0.00
STKC100205,Vở tập viết chữ đẹp 1/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994174954,,0.00,0.00,FALSE,,,0.00
STKC100206,Vở tập viết chữ đẹp 1/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994174961,,0.00,0.00,FALSE,,,0.00
STKC100207,Vở tập viết chữ đẹp 2/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994175050,,0.00,0.00,FALSE,,,0.00
STKC100208,Vở tập viết chữ đẹp 2/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994175067,,0.00,0.00,FALSE,,,0.00
STKC100209,Vở tập viết chữ đẹp 4/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994175319,,0.00,0.00,FALSE,,,0.00
STKC100210,Vở tập viết chữ đẹp 4/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994175326,,0.00,0.00,FALSE,,,0.00
STKC100211,Vở tập viết chữ đẹp 5/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994175487,,0.00,0.00,FALSE,,,0.00
STKC100212,36 đề ôn luyện toán 1/1,Sách tham khảo cấp 1,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,8934994176552,,0.00,0.00,FALSE,,,0.00
STKC100213,36 đề ôn luyện toán 1/2,Sách tham khảo cấp 1,Cuốn,"17,500.00",0.00,0.00,0.00,0.00,8934994176569,,0.00,0.00,FALSE,,,0.00
STKC100214,VBT toán 1 nâng cao tập 1,Sách tham khảo cấp 1,Cuốn,"16,500.00",0.00,0.00,0.00,0.00,8934994176583,,0.00,0.00,FALSE,,,0.00
STKC100215,VBT toán 1 nâng cao tập 2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994176590,,0.00,0.00,FALSE,,,0.00
STKC100216,36 đề ôn luyện tiếng việt 2,Sách tham khảo cấp 1,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,8934994176613,,0.00,0.00,FALSE,,,0.00
STKC100217,36 đề ôn luyện toán 2/1,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994176651,,0.00,0.00,FALSE,,,0.00
STKC100218,36 đề ôn luyện toán 2/2,Sách tham khảo cấp 1,Cuốn,"23,500.00",0.00,0.00,0.00,0.00,8934994176668,,0.00,0.00,FALSE,,,0.00
STKC100219,VBT toán 2 nâng cao tập 1,Sách tham khảo cấp 1,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,8934994176675,,0.00,0.00,FALSE,,,0.00
STKC100220,VBT toán 2 nâng cao tập 2,Sách tham khảo cấp 1,Cuốn,"19,500.00",0.00,0.00,0.00,0.00,8934994176699,,0.00,0.00,FALSE,,,0.00
STKC100221,36 đề ôn luyện toán 3/1,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994176774,,0.00,0.00,FALSE,,,0.00
STKC100222,36 đề ôn luyện toán 3/2,Sách tham khảo cấp 1,Cuốn,"21,500.00",0.00,0.00,0.00,0.00,8934994176781,,0.00,0.00,FALSE,,,0.00
STKC100223,VBT toán 3 nâng cao tập 1,Sách tham khảo cấp 1,Cuốn,"21,500.00",0.00,0.00,0.00,0.00,8934994176804,,0.00,0.00,FALSE,,,0.00
STKC100224,VBT toán 3 nâng cao tập 2,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994176811,,0.00,0.00,FALSE,,,0.00
STKC100225,VBT toán 4 nâng cao tập 1,Sách tham khảo cấp 1,Cuốn,"21,500.00",0.00,0.00,0.00,0.00,8934994176859,,0.00,0.00,FALSE,,,0.00
STKC100226,VBT toán 4 nâng cao tập 2,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994176866,,0.00,0.00,FALSE,,,0.00
STKC100227,Tiếng việt 5 nâng cao,Sách tham khảo cấp 1,Cuốn,"36,000.00",0.00,0.00,0.00,0.00,8934994176910,,0.00,0.00,FALSE,,,0.00
STKC100228,VBT toán 5 nâng cao tập 1,Sách tham khảo cấp 1,Cuốn,"19,500.00",0.00,0.00,0.00,0.00,8934994176972,,0.00,0.00,FALSE,,,0.00
STKC100229,VBT toán 5 nâng cao tập 2,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994176989,,0.00,0.00,FALSE,,,0.00
STKC100230,Thực hành kể chuyện 1,Sách tham khảo cấp 1,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,8934994177405,,0.00,0.00,FALSE,,,0.00
STKC100231,Thực hành kể chuyện 2/1,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994177467,,0.00,0.00,FALSE,,,0.00
STKC100232,Thực hành kể chuyện 2/2,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994177474,,0.00,0.00,FALSE,,,0.00
STKC100233,Bài tập thực hành toán 1/2,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994181174,,0.00,0.00,FALSE,,,0.00
STKC100234,Bài tập thực hành toán 2/2,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994181327,,0.00,0.00,FALSE,,,0.00
STKC100235,Bài tập thực hanh toán /1,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994181549,,0.00,0.00,FALSE,,,0.00
STKC100236,Bài tập thực hành toán 3/2,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994181563,,0.00,0.00,FALSE,,,0.00
STKC100237,Tiếng  việt 4 nâng cao,Sách tham khảo cấp 1,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,8934994181679,,0.00,0.00,FALSE,,,0.00
STKC100238,Bài tập thực hành toán 4/1,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994181822,,0.00,0.00,FALSE,,,0.00
STKC100239,Bài tập thực hành toán 4/2,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994181839,,0.00,0.00,FALSE,,,0.00
STKC100240,Thực hành tiếng việt và toán 5/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994186766,,0.00,0.00,FALSE,,,0.00
STKC100241,10 chuyên đề bồi dưỡng HSG toán 4-5 tập 2,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8934994188111,,0.00,0.00,FALSE,,,0.00
STKC100242,Nâng cao và phát triển tiếng việt 3/1,Sách tham khảo cấp 1,Cuốn,"21,000.00",0.00,0.00,0.00,0.00,8934994188920,,0.00,0.00,FALSE,,,0.00
STKC100243,Nâng cao và phát triển tiếng việt 3/2,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8934994188937,,0.00,0.00,FALSE,,,0.00
STKC100244,Nâng cao và phát triển toán 3,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8934994188968,,0.00,0.00,FALSE,,,0.00
STKC100245,Nâng cao và phát triển tiếng việt 4/1,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994188982,,0.00,0.00,FALSE,,,0.00
STKC100246,Nâng cao và phát triển tiếng việt 4/2,Sách tham khảo cấp 1,Cuốn,"21,000.00",0.00,0.00,0.00,0.00,8934994188999,,0.00,0.00,FALSE,,,0.00
STKC100247,Nâng cao và phát triển toán 4,Sách tham khảo cấp 1,Cuốn,"19,500.00",0.00,0.00,0.00,0.00,8934994189033,,0.00,0.00,FALSE,,,0.00
STKC100248,Nâng cao và phát triển tiếng việt 5/1,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8934994189071,,0.00,0.00,FALSE,,,0.00
STKC100249,Nâng cao và phát triển tiếng việt 5/2,Sách tham khảo cấp 1,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,8934994189088,,0.00,0.00,FALSE,,,0.00
STKC100250,Nâng cao và phát triển toán 5,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8934994189118,,0.00,0.00,FALSE,,,0.00
STKC100251,Thực hành cùng học tin học Q1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994199209,,0.00,0.00,FALSE,,,0.00
STKC100252,Thực hành cùng học tin học q2,Sách tham khảo cấp 1,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,8934994199216,,0.00,0.00,FALSE,,,0.00
STKC100253,Tự luyện toán violympic 1/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994199285,,0.00,0.00,FALSE,,,0.00
STKC100254,Vở thực hành thủ công 2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994199308,,0.00,0.00,FALSE,,,0.00
STKC100255,Tự luyện toán violympic 2/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994199322,,0.00,0.00,FALSE,,,0.00
STKC100256,Vở thực hành thủ công 3,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994199353,,0.00,0.00,FALSE,,,0.00
STKC100257,Tự luyện violympic toán 5/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994199438,,0.00,0.00,FALSE,,,0.00
STKC100258,Bồi dưỡng HSG toán lớp 5,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994200806,,0.00,0.00,FALSE,,,0.00
STKC100259,Bồi dưỡng HSG tiếng việt 1,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994201575,,0.00,0.00,FALSE,,,0.00
STKC100260,Bồi dưỡng HSG toán lớp 2,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994201650,,0.00,0.00,FALSE,,,0.00
STKC100261,Bồi dưỡng HSG tiếng việt lớp 3,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994201704,,0.00,0.00,FALSE,,,0.00
STKC100262,Thực hành kĩ năng sống dành cho học sinh lớp 3,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994201728,,0.00,0.00,FALSE,,,0.00
STKC100263,Bồi dưỡng HSG tiếng việt lớp 2,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994201773,,0.00,0.00,FALSE,,,0.00
STKC100264,Bồi dưỡng HSG tiếng việt lớp 5,Sách tham khảo cấp 1,Cuốn,"24,000.00",0.00,0.00,0.00,0.00,8934994201810,,0.00,0.00,FALSE,,,0.00
STKC100265,Thực hành tập làm văn 2/1,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206679,,0.00,0.00,FALSE,,,0.00
STKC100266,Thực hành tập làm văn 2/2,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206686,,0.00,0.00,FALSE,,,0.00
STKC100267,Thực hành từ và câu lớp 2/1,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206693,,0.00,0.00,FALSE,,,0.00
STKC100268,Thực hành từ và câu lớp 2/2,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206709,,0.00,0.00,FALSE,,,0.00
STKC100269,Thực hành từ và câu lớp 3/1,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206846,,0.00,0.00,FALSE,,,0.00
STKC100270,Thực hành từ và câu lớp 3/2,Sách tham khảo cấp 1,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,8934994206853,,0.00,0.00,FALSE,,,0.00
STKC100271,Thực hành từ và câu lớp 4/1,Sách tham khảo cấp 1,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,8934994206976,,0.00,0.00,FALSE,,,0.00
STKC100272,Thực hành từ và câu lớp 4/2,Sách tham khảo cấp 1,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,8934994206990,,0.00,0.00,FALSE,,,0.00
STKC100273,Thực hành từ và câu lớp 5/1,Sách tham khảo cấp 1,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,8934994207072,,0.00,0.00,FALSE,,,0.00
STKC100274,Thực hành từ và câu lớp 5/2,Sách tham khảo cấp 1,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,8934994207089,,0.00,0.00,FALSE,,,0.00
STKC100275,Phiếu bài tập cuối tuần môn toán 5,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994208055,,0.00,0.00,FALSE,,,0.00
STKC100276,Thực hành kĩ năng sống dành cho học sinh lớp 5,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994232449,,0.00,0.00,FALSE,,,0.00
STKC100277,Thực hành kĩ năng sống dành cho HS lớp 1,Sách tham khảo cấp 1,Cuốn,"23,000.00",0.00,0.00,0.00,0.00,8934994233439,,0.00,0.00,FALSE,,,0.00
STKC100278,Thực hành kĩ năng sống dành cho học sinh lớp 4,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994233842,,0.00,0.00,FALSE,,,0.00
STKC100279,Thực hành cùng học tin học Q1(Kèm iseebooks),Sách tham khảo cấp 1,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,8934994241403,,0.00,0.00,FALSE,,,0.00
STKC100280,Thực hành cùng học tin học Q2 (Kèm iseebooks),Sách tham khảo cấp 1,Cuốn,"21,000.00",0.00,0.00,0.00,0.00,8934994241427,,0.00,0.00,FALSE,,,0.00
STKC100281,Thực hành cùng học tin học Q3 (Kèm iseebook),Sách tham khảo cấp 1,Cuốn,"21,000.00",0.00,0.00,0.00,0.00,8934994241434,,0.00,0.00,FALSE,,,0.00
STKC100282,Bài tập thực hành toán 1/1,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994246279,,0.00,0.00,FALSE,,,0.00
STKC100283,Bài tập thực hành toán 1/1,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994246293,,0.00,0.00,FALSE,,,0.00
STKC100284,Bài tập thực hành toán 2/1,Sách tham khảo cấp 1,Cuốn,"20,000.00",0.00,0.00,0.00,0.00,8934994246491,,0.00,0.00,FALSE,,,0.00
STKC100285,Bài tập thực hành toán 5/1,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8934994247436,,0.00,0.00,FALSE,,,0.00
STKC100286,Bài tập thực hành toán 5/2,Sách tham khảo cấp 1,Cuốn,"25,000.00",0.00,0.00,0.00,0.00,8934994247450,,0.00,0.00,FALSE,,,0.00
STKC100287,Vở tập viết chữ đẹp 1/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261340,,0.00,0.00,FALSE,,,0.00
STKC100288,Vở tập viết chữ đẹp 1/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261357,,0.00,0.00,FALSE,,,0.00
STKC100289,Vở tập viết chữ đẹp 2/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261388,,0.00,0.00,FALSE,,,0.00
STKC100290,Vở tập viết chữ đẹp 3/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261517,,0.00,0.00,FALSE,,,0.00
STKC100291,Vở tập viết chữ đẹp 3/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261524,,0.00,0.00,FALSE,,,0.00
STKC100292,Vỏ tập viết chữ đẹp 4/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261647,,0.00,0.00,FALSE,,,0.00
STKC100293,Vở tập viết chữ đẹp 5/1,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261746,,0.00,0.00,FALSE,,,0.00
STKC100294,Vở tập viết chữ đẹp 5/2,Sách tham khảo cấp 1,Cuốn,"8,000.00",0.00,0.00,0.00,0.00,8934994261753,,0.00,0.00,FALSE,,,0.00
STKC100295,Thực hành dịa lí 4,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994927024,,0.00,0.00,FALSE,,,0.00
STKC100296,Thực hành lịch sử 5,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994927031,,0.00,0.00,FALSE,,,0.00
STKC100297,Thực hành địa lí  5,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994927048,,0.00,0.00,FALSE,,,0.00
STKC100298,THực hành lịch sử 4,Sách tham khảo cấp 1,Cuốn,"9,000.00",0.00,0.00,0.00,0.00,8934994927499,,0.00,0.00,FALSE,,,0.00
STKC100299,Luyện tập toán 1/1,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929745,,0.00,0.00,FALSE,,,0.00
STKC100300,Luyện tập toán 1/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929851,,0.00,0.00,FALSE,,,0.00
STKC100301,Luyện tập tiếng việt  2/1,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929899,,0.00,0.00,FALSE,,,0.00
STKC100302,Luyện tập tiếng việt 2/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929905,,0.00,0.00,FALSE,,,0.00
STKC100303,Luyện tập toán 2/1,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929912,,0.00,0.00,FALSE,,,0.00
STKC100304,Luyện tập toán 2/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994929929,,0.00,0.00,FALSE,,,0.00
STKC100305,Luyện tập tiếng việt 3/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929936,,0.00,0.00,FALSE,,,0.00
STKC100306,Luyện tập tiếng việt 3/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929943,,0.00,0.00,FALSE,,,0.00
STKC100307,Luyện tập toán 3/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929950,,0.00,0.00,FALSE,,,0.00
STKC100308,Luyện tập toán 3/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929967,,0.00,0.00,FALSE,,,0.00
STKC100309,Luyện tập tiếng việt  4/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929981,,0.00,0.00,FALSE,,,0.00
STKC100310,Luyện tập tiếng việt  4/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994929998,,0.00,0.00,FALSE,,,0.00
STKC100311,Luyện tập toán 4/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930000,,0.00,0.00,FALSE,,,0.00
STKC100312,Luyện tập toán 4/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930017,,0.00,0.00,FALSE,,,0.00
STKC100313,Luyện tập tiếng việt 5/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930024,,0.00,0.00,FALSE,,,0.00
STKC100314,Luyện tập tiếng việt 5/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930031,,0.00,0.00,FALSE,,,0.00
STKC100315,Luyện tập toán 5/1,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930048,,0.00,0.00,FALSE,,,0.00
STKC100316,Luyện tập toán 5/2,Sách tham khảo cấp 1,Cuốn,"17,000.00",0.00,0.00,0.00,0.00,8934994930055,,0.00,0.00,FALSE,,,0.00
STKC100317,Luyện tập tiếng việt L1/1,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994930635,,0.00,0.00,FALSE,,,0.00
STKC100318,Luyện tập tiếng việt L1/2,Sách tham khảo cấp 1,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,8934994930741,,0.00,0.00,FALSE,,,0.00
STKC100319,Luyện tập làm văn 4,Sách tham khảo cấp 1,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,8935091905137,,0.00,0.00,FALSE,,,0.00
STKC100320,Tập làm văn 5,Sách tham khảo cấp 1,Cuốn,"22,000.00",0.00,0.00,0.00,0.00,8935091905144,,0.00,0.00,FALSE,,,0.00
STKC100321,Luyện từ và câu 4,Sách tham khảo cấp 1,Cuốn,"19,500.00",0.00,0.00,0.00,0.00,8935091905175,,0.00,0.00,FALSE,,,0.00
STKC100322,Luyện tập làm văn 2,Sách tham khảo cấp 1,Cuốn,"15,000.00",0.00,0.00,0.00,0.00,8935091915112,,0.00,0.00,FALSE,,,0.00
STKC100323,Luyện từ và câu 2,Sách tham khảo cấp 1,Cuốn,"15,000.00",0.00,0.00,0.00,0.00,8935091915150,,0.00,0.00,FALSE,,,0.00
STKC100324,Luyện từ và câu 3,Sách tham khảo cấp 1,Cuốn,"15,000.00",0.00,0.00,0.00,0.00,8935091915167,,0.00,0.00,FALSE,,,0.00
STKC100325,162 bài tập làm văn chọn lọc lớp 5,Sách tham khảo cấp 1,Cuốn,"38,000.00",0.00,0.00,0.00,0.00,8935092769035,,0.00,0.00,FALSE,,,0.00
STKC100326,Vở ô ly mẫu chữ lớp 2 q2,Sách tham khảo cấp 1,Cuốn,"5,500.00",0.00,0.00,0.00,0.00,8936036600056,,0.00,0.00,FALSE,,,0.00
STKC100327,Vở ô ly mẫu chữ lớp 3 q1,Sách tham khảo cấp 1,Cuốn,"5,500.00",0.00,0.00,0.00,0.00,8936036600322,,0.00,0.00,FALSE,,,0.00
STKC100328,Vở ô ly mẫu chữ lớp 3 q2,Sách tham khảo cấp 1,Cuốn,"5,500.00",0.00,0.00,0.00,0.00,8936036600339,,0.00,0.00,FALSE,,,0.00
STKC100329,Vở ô ly mẫu chữ lớp 4 q2,Sách tham khảo cấp 1,Cuốn,"5,500.00",0.00,0.00,0.00,0.00,8936036600810,,0.00,0.00,FALSE,,,0.00
STKC100330,Vở ô ly mẫu chữ lớp 1 quyển 2,Sách tham khảo cấp 1,Cuốn,"8,500.00",0.00,0.00,0.00,0.00,8936036602555,,0.00,0.00,FALSE,,,0.00
STKC100331,Vở ô ly mẫu chữ lớp 1 quyển 3,Sách tham khảo cấp 1,Cuốn,"7,500.00",0.00,0.00,0.00,0.00,8936036602562,,0.00,0.00,FALSE,,,0.00
STKC100332,Vở ô ly mẫu chữ lớp 1 quyển 1,Sách tham khảo cấp 1,Cuốn,"8,500.00",0.00,0.00,0.00,0.00,8936036602616,,0.00,0.00,FALSE,,,0.00
STKC100333,Toán nâng cao và BDHSG lớp 4,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8936046593522,,0.00,0.00,FALSE,,,0.00
STKC100334,Toán nâng cao và BDHSG lớp 5,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8936046593539,,0.00,0.00,FALSE,,,0.00
STKC100335,Tuyển chọn những bài văn miêu tả 5,Sách tham khảo cấp 1,Cuốn,"29,000.00",0.00,0.00,0.00,0.00,8936046596097,,0.00,0.00,FALSE,,,0.00
STKC100336,Tuyển chọn những bài văn miêu tả 4,Sách tham khảo cấp 1,Cuốn,"28,000.00",0.00,0.00,0.00,0.00,8936046596103,,0.00,0.00,FALSE,,,0.00
STKC100337,Tuyển chọn những bài văn miêu tả 2,Sách tham khảo cấp 1,Cuốn,"26,000.00",0.00,0.00,0.00,0.00,8936046596127,,0.00,0.00,FALSE,,,0.00
